64920.0,266490,VIKAS ECOTECH LTD.,7.0
55101.0,136461,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,7.0
64910.0,374518,BAJAJ AUTO LTD.,7.0
27501.0,245363,SYMPHONY LTD.,6.0
46909.0,254594,TRIVENI TURBINE LTD.,6.0
46102.0,369474,VISA STEEL LTD.,6.0
30913.0,374456,WABCO INDIA LTD.,6.0
62013.0,88258,H C L TECHNOLOGIES LTD.,6.0
27501.0,272097,WHIRLPOOL OF INDIA LTD.,6.0
64300.0,48799,COAL INDIA LTD.,6.0
46909.0,196452,RELAXO FOOTWEARS LTD.,6.0
23942.0,222402,SHREE CEMENT LTD.,6.0
64910.0,374519,BAJAJ FINSERV LTD.,6.0
64191.0,122573,KOTAK MAHINDRA BANK LTD.,5.0
62013.0,261710,VAKRANGEE LTD.,5.0
46102.0,12011,G E POWER INDIA LTD.,5.0
30913.0,149616,MOTHERSON SUMI SYSTEMS LTD.,5.0
62013.0,100632,INFOSYS LTD.,5.0
30913.0,149711,BOSCH LTD.,5.0
64910.0,376597,L G B FORGE LTD.,5.0
27104.0,52418,C G POWER & INDL. SOLUTIONS LTD.,5.0
62013.0,248092,TATA ELXSI LTD.,5.0
21009.0,61957,DIVI'S LABORATORIES LTD.,5.0
64920.0,202308,S E INVESTMENTS LTD.,5.0
59122.0,239792,SUN T V NETWORK LTD.,5.0
28199.0,91512,HAVELLS INDIA LTD.,5.0
59122.0,275062,ZEE ENTERTAINMENT ENTERPRISES LTD.,5.0
64920.0,259546,V A TECH WABAG LTD.,5.0
28110.0,85647,GREAVES COTTON LTD.,5.0
28110.0,52835,CUMMINS INDIA LTD.,5.0
55101.0,64533,E I H ASSOCIATED HOTELS LTD.,5.0
62013.0,136494,TECH MAHINDRA LTD.,5.0
46909.0,47769,CIMMCO LTD.,4.0
23942.0,46286,CHETTINAD CEMENT CORPN. PVT. LTD.,4.0
23942.0,23354,A C C LTD.,4.0
30913.0,33750,BHARAT FORGE LTD.,4.0
30913.0,272084,WHEELS INDIA LTD.,4.0
64920.0,180915,P T L ENTERPRISES LTD.,4.0
28199.0,226821,SIEMENS LTD.,4.0
28110.0,244486,SWARAJ ENGINES LTD.,4.0
23942.0,125123,ULTRATECH CEMENT LTD.,4.0
30913.0,64150,DYNAMATIC TECHNOLOGIES LTD.,4.0
21009.0,393826,ALEMBIC PHARMACEUTICALS LTD.,4.0
64191.0,88297,H D F C BANK LTD.,4.0
59122.0,190071,RAJ TELEVISION NETWORK LTD.,4.0
64300.0,164646,TATA CONSULTANCY SERVICES LTD.,4.0
64300.0,83025,GODREJ PROPERTIES LTD.,4.0
64192.0,95632,HOUSING DEVELOPMENT FINANCE CORPN. LTD.,4.0
62013.0,348418,N I I T TECHNOLOGIES LTD.,4.0
62013.0,122948,K P I T TECHNOLOGIES LTD.,3.0
64300.0,228300,RESPONSIVE INDUSTRIES LTD.,3.0
27104.0,12007,G E T & D INDIA LTD.,3.0
64192.0,125401,L I C HOUSING FINANCE LTD.,3.0
64192.0,86417,GRUH FINANCE LTD.,3.0
28199.0,21420,A B B INDIA LTD.,3.0
64191.0,100224,INDUSIND BANK LTD.,3.0
46909.0,36277,3M INDIA LTD.,3.0
30913.0,130248,LUMAX INDUSTRIES LTD.,3.0
62013.0,272724,WIPRO LTD.,3.0
62013.0,97191,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,3.0
46909.0,96758,KANANI INDUSTRIES LTD.,3.0
62013.0,80856,GENESYS INTERNATIONAL CORPN. LTD.,3.0
62013.0,146460,MINDTREE LTD.,3.0
46909.0,132144,M M T C LTD.,3.0
62013.0,18395,HEXAWARE TECHNOLOGIES LTD.,2.0
62013.0,275305,ZENSAR TECHNOLOGIES LTD.,2.0
21009.0,36073,BIOCON LTD.,2.0
23942.0,86607,AMBUJA CEMENTS LTD.,2.0
64910.0,374273,MOTILAL OSWAL FINANCIAL SERVICES LTD.,2.0
64300.0,122625,BYKE HOSPITALITY LTD.,2.0
27104.0,408877,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,2.0
27501.0,37079,BLUE STAR LTD.,2.0
64300.0,36895,BLUE CHIP INDIA LTD.,2.0
28199.0,269920,VOLTAS LTD.,2.0
46102.0,95119,SKIL INFRASTRUCTURE LTD.,2.0
55101.0,95482,HOTEL RUGBY LTD.,2.0
30913.0,240069,SUNDARAM-CLAYTON LTD.,2.0
64191.0,354608,YES BANK LTD.,2.0
30913.0,107169,JAMNA AUTO INDS. LTD.,2.0
46102.0,101293,SUNTECK REALTY LTD.,1.0
46909.0,119829,SPECTACLE VENTURES LTD.,1.0
64910.0,385630,L & T FINANCE HOLDINGS LTD.,1.0
23942.0,182265,RAIN INDUSTRIES LTD.,1.0
21009.0,219409,SHARON BIO-MEDICINE LTD.,1.0
46909.0,227036,SIGNET INDUSTRIES LTD.,1.0
64920.0,136443,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,0.0
